filename,label,span_start,span_end,span_text,code
es-S1130-05582003000600004-2,ENFERMEDAD,2663,2669,lesión,417163006
es-S1130-05582003000600004-2,ENFERMEDAD,2880,2886,lesión,417163006
es-S1130-05582003000600004-2,ENFERMEDAD,3161,3167,lesión,417163006
es-S1130-05582003000600004-2,ENFERMEDAD,3268,3274,lesión,417163006
es-S1130-05582003000600004-2,ENFERMEDAD,77,101,asimetría y dolor facial,15253005+274666009
es-S1130-05582003000600004-2,ENFERMEDAD,349,380,desviación de la pirámide nasal,249316004
es-S1130-05582003000600004-2,ENFERMEDAD,390,424,obstrucción subjetiva de la narina,118237005
es-S0210-48062004000800009-1,ENFERMEDAD,173,185,colelitiasis,266474003
es-S0210-48062004000800009-1,ENFERMEDAD,1237,1249,quiste renal,77945009
es-S0210-48062004000800009-1,ENFERMEDAD,1467,1525,"carcinoma de células claras renales, quístico multilocular",734014001
es-S0210-48062004000800009-1,ENFERMEDAD,300,318,infección urinaria,68566005
es-S0210-48062004000800009-1,ENFERMEDAD,714,752,lesión quística compleja a nivel renal,722223000
es-S0210-48062004000800009-1,ENFERMEDAD,1135,1148,masa quística,441457006
es-S0210-48062004000800009-1,ENFERMEDAD,1753,1767,recidiva local,25173007
es-S0210-48062004000800009-1,ENFERMEDAD,1046,1052,quiste,441457006
es-S1130-01082007001100009-1,ENFERMEDAD,590,628,pólipos milimétricos en ampolla rectal,39772007
es-S1130-01082007001100009-1,ENFERMEDAD,630,650,hemorroides internas,90458007
es-S1130-01082007001100009-1,ENFERMEDAD,630,676,hemorroides internas (una de ellas prolapsada),80426004
es-S1130-01082007001100009-1,ENFERMEDAD,945,979,enfermedad inflamatoria intestinal,24526004
es-S1130-01082007001100009-1,ENFERMEDAD,981,997,colitis ulcerosa,64766004
es-S1130-01082007001100009-1,ENFERMEDAD,1000,1019,úlcera estercorárea,235767007
es-S1130-01082007001100009-1,ENFERMEDAD,1022,1060,síndrome de la úlcera rectal solitaria,716685003
es-S1130-01082007001100009-1,ENFERMEDAD,1289,1327,síndrome de la úlcera rectal solitaria,716685003
es-S1130-01082007001100009-1,ENFERMEDAD,95,106,rectorragia,12063002
es-S0210-48062007000300014-1,ENFERMEDAD,909,921,infertilidad,8619003
es-S0210-48062007000300014-1,ENFERMEDAD,1923,1968,"Testículo izquierdo de 4,68 cc con varicocele",51070004
es-S0210-48062007000300014-1,ENFERMEDAD,1876,1899,teratozoospermia severa,236817003
es-S0210-48062007000300014-1,ENFERMEDAD,304,338,enfermedades de transmisión sexual,8098009
es-S0210-48062007000300014-1,ENFERMEDAD,788,798,varicocele,51070004
es-S0210-48062007000300014-1,ENFERMEDAD,876,886,varicocele,51070004
es-S0210-48062007000300014-1,ENFERMEDAD,528,557,alteraciones cardiopulmonares,56265001+19829001
es-S0210-48062007000300014-1,ENFERMEDAD,1839,1854,Oligozoospermia,88311004
es-S0210-48062007000300014-1,ENFERMEDAD,1856,1872,astenozoospermia,24463005
es-S1130-01082009000400012-1,ENFERMEDAD,45,72,neumonía en lóbulo inferior,300999006
es-S1130-01082009000400012-1,ENFERMEDAD,86,101,derrame pleural,60046008
es-S1130-01082009000400012-1,ENFERMEDAD,1180,1206,absceso en lóbulo inferior,73452002
es-S1130-01082009000400012-1,ENFERMEDAD,1490,1513,fístula esófago-pleural,235639009
es-S1130-01082009000400012-1,ENFERMEDAD,386,409,fístula esófago-pleural,235639009
es-S1130-01082009000400012-1,ENFERMEDAD,1953,1963,ulceración,429040005
es-S1130-01082009000400012-1,ENFERMEDAD,737,750,zona ulcerada,429040005
es-S1130-01082009000400012-1,ENFERMEDAD,928,994,fístula esófago pleural benigna en relación con esófago de Barrett,30873000+302914006
es-S1130-01082009000400012-1,ENFERMEDAD,976,994,esófago de Barrett,302914006
es-S1130-01082009000400012-1,ENFERMEDAD,643,661,orificio fistuloso,428794004
es-S1130-01082009000400012-1,ENFERMEDAD,586,596,ulceración,429040005
es-S1137-66272014000200013-1,ENFERMEDAD,179,200,carcinoma de próstata,254900004
es-S1137-66272014000200013-1,ENFERMEDAD,2415,2434,progresión hepática,94381002
es-S1137-66272014000200013-1,ENFERMEDAD,2121,2152,progresión radiológica hepática,94381002
es-S1137-66272014000200013-1,ENFERMEDAD,452,468,catarata nuclear,53889007
es-S1137-66272014000200013-1,ENFERMEDAD,575,585,hemovítreo,31341008
es-S1137-66272014000200013-1,ENFERMEDAD,613,661,lesión lobulada que ocupaba 4/5 de cámara vítrea,285654002
es-S1137-66272014000200013-1,ENFERMEDAD,690,692,MC,255021005
es-S1137-66272014000200013-1,ENFERMEDAD,695,713,lesión metastática,128462008
es-S1137-66272014000200013-1,ENFERMEDAD,853,867,lesión maligna,363346000
es-S1137-66272014000200013-1,ENFERMEDAD,1051,1069,lesiones hepáticas,235856003
es-S1137-66272014000200013-1,ENFERMEDAD,1643,1645,MC,255021005
es-S1137-66272014000200013-1,ENFERMEDAD,753,768,lesión primaria,372087000
es-S1137-66272014000200013-1,ENFERMEDAD,59,93,pérdida de visión de ojo izquierdo,274571007
es-S0211-69952015000500015-2,ENFERMEDAD,18,22,ERCA,709044004
es-S0211-69952015000500015-2,ENFERMEDAD,100,162,trasplante renal inmediatamente fallido por trombosis arterial,236583003
es-S0211-69952015000500015-2,ENFERMEDAD,144,162,trombosis arterial,65198009
es-S0211-69952015000500015-2,ENFERMEDAD,48,58,hipertenso,38341003
es-S0211-69952015000500015-2,ENFERMEDAD,767,795,infección clásica por el VHC,50711007
es-S1130-05582010000200004-1,ENFERMEDAD,2491,2498,fístula,428794004
es-S1130-05582010000200004-1,ENFERMEDAD,787,811,ORN de cuerpo mandibular,109716001
es-S1130-05582010000200004-1,ENFERMEDAD,1850,1915,piezas 33 a 38 cariadas y con enfermedad periodontal y periapical,80967001
es-S1130-05582010000200004-1,ENFERMEDAD,1233,1252,fractura patológica,268029009
es-S1130-05582010000200004-1,ENFERMEDAD,1939,1972,infecciones locales de repetición,428875002
es-S1130-05582010000200004-1,ENFERMEDAD,175,196,carcinoma epidermoide,402815007
es-S1130-05582010000200004-1,ENFERMEDAD,673,701,fístula en ángulo mandibular,20674003
es-S1130-05582010000200004-1,ENFERMEDAD,1725,1742,fístula extraoral,20674003
es-S1130-05582010000200004-1,ENFERMEDAD,2151,2175,ORN de cuerpo mandibular,109716001
es-S1130-05582010000200004-1,ENFERMEDAD,1747,1759,defecto óseo,76069003
es-S1130-05582010000200004-1,ENFERMEDAD,144,146,M0,89474008
es-S1130-05582010000200004-1,ENFERMEDAD,2053,2103,episodio inflamatorio fistulizado en hemimandíbula,714751007
es-S0376-78922009000300005-1,ENFERMEDAD,1361,1368,heridas,416462003
es-S0376-78922009000300005-1,ENFERMEDAD,76,120,infecciones de repetición en el área genital,312155003
es-S0376-78922009000300005-1,ENFERMEDAD,3583,3592,infección,40733004
es-S0376-78922009000300005-1,ENFERMEDAD,1125,1141,úlceras crónicas,405719001
es-S0376-78922009000300005-1,ENFERMEDAD,1735,1748,cicatrización,275322007
es-S0376-78922009000300005-1,ENFERMEDAD,205,237,infecciones por Cándida albicans,83062006
es-S0376-78922009000300005-1,ENFERMEDAD,3382,3426,fisura junto a la comisura vaginal posterior,25658005
es-S0376-78922009000300005-1,ENFERMEDAD,286,300,herpes genital,33839006
es-S0376-78922009000300005-1,ENFERMEDAD,319,330,candidiasis,78048006
es-S0376-78922009000300005-1,ENFERMEDAD,669,681,ulceraciones,429040005
es-S0376-78922009000300005-1,ENFERMEDAD,4198,4236,úlceras provocadas por la laserterapia,429040005
es-S0376-78922009000300005-1,ENFERMEDAD,754,767,cicatrización,275322007
es-S0376-78922009000300005-1,ENFERMEDAD,2801,2818,úlceras vaginales,31066003
es-S0376-78922009000300005-1,ENFERMEDAD,3930,3962,fisuras en la comisura posterior,47393002
es-S0376-78922009000300005-1,ENFERMEDAD,3998,4004,herida,416462003
es-S0376-78922009000300005-1,ENFERMEDAD,780,791,vagina seca,289597006
es-S0376-78922009000300005-1,ENFERMEDAD,1089,1096,heridas,416462003
es-S1135-76062014000100006-1,ENFERMEDAD,557,601,cicatriz de laparotomía media supraumbilical,422411000
es-S1135-76062014000100006-1,ENFERMEDAD,796,895,hemopericardio secundario a rotura de infarto transmural en la pared libre del ventrículo izquierdo,233889001
es-S1135-76062014000100006-1,ENFERMEDAD,52,73,hipertensión arterial,38341003
es-S1135-76062014000100006-1,ENFERMEDAD,1306,1398,fibrosis cicatricial evolucionada y calcificada en relación con restos de material de sutura,201307004
es-S1135-76062014000100006-1,ENFERMEDAD,90,105,hernia inguinal,396232000
es-S1135-76062014000100006-1,ENFERMEDAD,134,165,hiperplasia benigna de próstata,266569009
es-S1135-76062014000100006-1,ENFERMEDAD,898,946,aterosclerosis coronaria grave de los tres vasos,443502000
es-S1135-76062014000100006-1,ENFERMEDAD,737,752,hernia inguinal,396232000
es-S1135-76062014000100006-1,ENFERMEDAD,398,405,síncope,29423006
es-S1139-76322016000300015-1,ENFERMEDAD,49,73,ombligo poco cicatrizado,397320006
es-S1139-76322016000300015-1,ENFERMEDAD,367,443,"cordón umbilical, que tiene aspecto mucoso, y un pequeño desgarro en la base",237310000
es-S1139-76322016000300015-1,ENFERMEDAD,737,774,cordón umbilical presentaba un quiste,249189006
es-S1139-76322016000300015-1,ENFERMEDAD,1361,1370,infección,40733004
es-S1139-76322016000300015-1,ENFERMEDAD,469,484,infección local,10443009
es-S1139-76322016000300015-1,ENFERMEDAD,853,882,quiste de gelatina de Wharton,249189006
es-S1139-76322016000300015-1,ENFERMEDAD,1705,1727,persistencia del uraco,429260008
es-S1139-76322016000300015-1,ENFERMEDAD,1734,1749,uraco permeable,398316009
es-S1139-76322016000300015-1,ENFERMEDAD,1177,1204,desgarro en base del cordón,373680009
es-S1139-76322016000300015-1,ENFERMEDAD,1541,1559,trayecto fistuloso,271766002
es-S1139-76322016000300015-1,ENFERMEDAD,975,981,quiste,441457006
es-S1130-01082009000900012-1,ENFERMEDAD,1545,1564,quiste broncogénico,9550003
es-S1130-01082009000900012-1,ENFERMEDAD,1695,1713,formación quística,441457006
es-S1130-01082009000900012-1,ENFERMEDAD,217,220,EII,24526004
es-S1130-01082009000900012-1,ENFERMEDAD,260,285,asma bronquial extrínseca,389145006
es-S1130-01082009000900012-1,ENFERMEDAD,287,315,púrpura de Schonleich-Henoch,191306005
es-S1130-01082009000900012-1,ENFERMEDAD,332,357,enfermedad de Crohn ileal,38106008
es-S1130-01082009000900012-1,ENFERMEDAD,382,389,fumador,77176002
es-S1130-01082009000900012-1,ENFERMEDAD,504,507,EII,24526004
es-S1130-01082009000900012-1,ENFERMEDAD,675,694,enfermedad de Crohn,34000006
es-S1130-01082009000900012-1,ENFERMEDAD,706,712,lesión,417163006
es-S0365-66912005001100009-2,ENFERMEDAD,21,25,GCCA,33647009
es-S0365-66912005001100009-2,ENFERMEDAD,419,443,desprendimiento coroideo,27871007
es-S0365-66912005001100009-2,ENFERMEDAD,445,481,desprendimiento ciliocoroideo anular,247198004
es-S0365-66912005001100009-2,ENFERMEDAD,484,499,bloqueo pupilar,384675002
es-S0365-66912005001100009-2,ENFERMEDAD,520,536,glaucoma maligno,10100008
es-S0365-66912005001100009-2,ENFERMEDAD,275,323,atalamia con contacto iridoendotelial periférico,118235002
es-S0365-66912005001100009-2,ENFERMEDAD,394,417,atalamia con hipertonía,301905003
es-S1137-66272014000200011-1,ENFERMEDAD,66,91,lesión en cuero cabelludo,212400009
es-S1137-66272014000200011-1,ENFERMEDAD,1342,1347,bocio,3716002
es-S1137-66272014000200011-1,ENFERMEDAD,218,292,lesión papulosa eritemato-violácea dura de 6 mm en región parietooccipital,10681311000119102
es-S1137-66272014000200011-1,ENFERMEDAD,1424,1435,adenopatías,30746006
es-S1137-66272014000200011-1,ENFERMEDAD,1739,1757,bocio multinodular,237570007
es-S1137-66272014000200011-1,ENFERMEDAD,3322,3332,metástasis,128462008
es-S1137-66272014000200011-1,ENFERMEDAD,700,728,tumoración situada en dermis,126488004
es-S1137-66272014000200011-1,ENFERMEDAD,2020,2035,tumor folicular,447711004
es-S1137-66272014000200011-1,ENFERMEDAD,2167,2184,carcinoma papilar,25910003
es-S1137-66272014000200011-1,ENFERMEDAD,2241,2338,carcinoma mixto papilar y folicular bien diferenciado (90%) y sólido con un 10% poco diferenciado,255030002
es-S1137-66272014000200011-1,ENFERMEDAD,1146,1175,metástasis de cáncer tiroideo,363478007
es-S1137-66272014000200011-1,ENFERMEDAD,2495,2500,tumor,55342001
es-S1137-66272014000200011-1,ENFERMEDAD,2726,2731,tumor,55342001
es-S0210-48062004000200011-1,ENFERMEDAD,2213,2240,linfoma testicular primario,277664004
es-S0210-48062004000200011-1,ENFERMEDAD,1651,1669,absceso testicular,95593001
es-S0210-48062004000200011-1,ENFERMEDAD,2725,2752,linfoma testicular primario,277664004
es-S0210-48062004000200011-1,ENFERMEDAD,1837,1852,tumor testículo,126900000
es-S0210-48062004000200011-1,ENFERMEDAD,1677,1700,tuberculosis testicular,40258005
es-S0210-48062004000200011-1,ENFERMEDAD,1702,1712,brucelosis,75702008
es-S0210-48062004000200011-1,ENFERMEDAD,1715,1731,tumor testicular,236778008
es-S0210-48062004000200011-1,ENFERMEDAD,3151,3157,anemia,271737000
es-S0210-48062004000200011-1,ENFERMEDAD,3445,3480,lesión polipoidea en seno piriforme,126688006
es-S0210-48062004000200011-1,ENFERMEDAD,2330,2359,adenopatías retroperitoneales,127154008
es-S0210-48062004000200011-1,ENFERMEDAD,2575,2581,anemia,271737000
es-S0210-48062004000200011-1,ENFERMEDAD,617,655,hematomas en ambos miembros superiores,385494008
es-S0210-48062004000200011-1,ENFERMEDAD,2042,2105,testículo está afectado por linfoma difuso B de células grandes,448465000
es-S0210-48062004000200011-1,ENFERMEDAD,1608,1617,hidrocele,26614003
es-S0210-48062004000200011-1,ENFERMEDAD,382,386,EPOC,13645005
es-S0210-48062004000200011-1,ENFERMEDAD,899,919,próstata adenomatosa,21173002
es-S0210-48062004000200011-1,ENFERMEDAD,604,615,adenopatías,30746006
es-S0210-48062004000200011-1,ENFERMEDAD,3397,3405,disfagia,288939007
es-S0210-48062004000200011-1,ENFERMEDAD,3386,3394,disfonía,16617009
es-S0210-48062004000200011-1,ENFERMEDAD,2304,2318,esplenomegalia,16294009
es-S0210-48062004000200011-1,ENFERMEDAD,686,720,hemiescroto derecho presenta edema,88995000
es-S1130-63432014000500008-1,ENFERMEDAD,67,85,síndrome depresivo,35489007
es-S1130-63432014000500008-1,ENFERMEDAD,619,650,taquicardia sinusal persistente,425582007
es-S1130-63432014000500008-1,ENFERMEDAD,826,850,Síndrome Coronario Agudo,394659003
es-S1130-63432014000500008-1,ENFERMEDAD,1628,1648,enfermedad coronaria,414545008
es-S1130-63432014000400016-1,ENFERMEDAD,847,865,hipertransaminemia,707724006
es-S1130-63432014000400016-1,ENFERMEDAD,2384,2401,lesiones cutáneas,95324001
es-S1130-63432014000400016-1,ENFERMEDAD,980,997,lesiones cutáneas,95324001
es-S1130-63432014000400016-1,ENFERMEDAD,239,327,"exantema maculopapuloeritematoso, evanescente en tronco y parte proximal de extremidades",247471006
es-S1130-63432014000400016-1,ENFERMEDAD,1472,1518,Síndromes Periódicos Asociados a la Criopirina,430079001
es-S1130-63432014000400016-1,ENFERMEDAD,2566,2584,proceso infeccioso,40733004
es-S1130-63432014000400016-1,ENFERMEDAD,329,427,"linfadenopatías desde los 13 meses de edad, afectando a ganglios cervicales, axilares e inguinales",95892003
es-S1130-63432014000400016-1,ENFERMEDAD,3068,3079,monocitosis,19636003
es-S1130-63432014000400016-1,ENFERMEDAD,430,443,hepatomegalia,80515008
es-S1130-63432014000400016-1,ENFERMEDAD,480,486,anemia,271737000
es-S1130-63432014000400016-1,ENFERMEDAD,3227,3254,AlJs de curso poliarticular,239796000
es-S1130-63432014000400016-1,ENFERMEDAD,1661,1664,AIJ,410502007
es-S1130-63432014000400016-1,ENFERMEDAD,593,597,AlJs,201796004
es-S1130-63432014000400016-1,ENFERMEDAD,3759,3776,lesiones cutáneas,95324001
es-S1130-63432014000400016-1,ENFERMEDAD,1520,1524,CAPS,430079001
es-S1130-05582009000600004-1,ENFERMEDAD,1447,1480,hipertrofia maseterina unilateral,699649006
es-S1130-05582009000600004-1,ENFERMEDAD,419,427,alergias,106190000
es-S1130-05582009000600004-1,ENFERMEDAD,160,176,asimetría facial,301311009
es-S1130-05582009000600004-1,ENFERMEDAD,1379,1399,hiperplasia condilar,283014003
es-S1137-66272015000200019-2,ENFERMEDAD,139,147,neumonía,233604007
es-S1137-66272015000200019-2,ENFERMEDAD,172,188,cuadro neumónico,233604007
es-S1137-66272015000200019-2,ENFERMEDAD,49,73,enfermedades infecciosas,394807007
S0004-06142006000100014-1,ENFERMEDAD,97,120,adenocarcinoma gástrico,408647009
S0004-06142006000100014-1,ENFERMEDAD,140,161,hipertensión arterial,38341003
S0004-06142006000100014-1,ENFERMEDAD,377,395,anemia hipocrómica,44452003
S0004-06142006000100014-1,ENFERMEDAD,398,411,estreñimiento,14760008
S0004-06142006000100014-1,ENFERMEDAD,587,610,adenocarcinoma gástrico,408647009
S0004-06142006000100014-1,ENFERMEDAD,655,668,estreñimiento,14760008
S0004-06142006000100014-1,ENFERMEDAD,674,680,anemia,271737000
S0004-06142006000100014-1,ENFERMEDAD,724,750,ascitis por carcinomatosis,236005001
S0004-06142006000100014-1,ENFERMEDAD,752,782,obstrucción intestinal tumoral,81060008
S0004-06142006000100014-1,ENFERMEDAD,1091,1128,pólipo inflamatorio en muñón gástrico,78809005
S0004-06142006000100014-1,ENFERMEDAD,1147,1163,recidiva tumoral,25173007
S0004-06142006000100014-1,ENFERMEDAD,1336,1355,tumoración quística,441457006
S0004-06142006000100014-1,ENFERMEDAD,1592,1633,lesión quística voluminosa intraabdominal,446064000
S0004-06142006000100014-1,ENFERMEDAD,1946,1959,masa quística,441457006
S0004-06142006000100014-1,ENFERMEDAD,2271,2336,hidronefrosis gigante secundaria a uropatía obstructiva litiásica,1148909008
S0004-06142006000100014-1,ENFERMEDAD,2591,2602,adenopatías,30746006
S0004-06142006000100014-1,ENFERMEDAD,2864,2900,dilatación del sistema pielocalicial,197820003
S0004-06142006000100014-1,ENFERMEDAD,2903,2932,atrofia parenquimatosa severa,13331008
S0004-06142006000100014-1,ENFERMEDAD,3247,3320,infiltración ganglionar de carcinoma de células renales tipo célula clara,94392001
S0004-06142006000100014-1,ENFERMEDAD,3381,3401,metástasis hepáticas,94381002
S0004-06142006000100014-1,ENFERMEDAD,3071,3104,infiltración del parénquima renal,188250002
es-S1130-05582008000600006-1,ENFERMEDAD,792,858,sufrimiento y pérdida del colgajo cutáneo de avance cérvico-facial,239199003
es-S1130-05582008000600006-1,ENFERMEDAD,59,128,herida por arma de fuego (escopeta de caza) tras intento de autolisis,287184008
es-S1130-05582008000600006-1,ENFERMEDAD,2964,2989,fístula salival parotídea,196495004
es-S1130-05582008000600006-1,ENFERMEDAD,108,128,intento de autolisis,304594002
es-S1130-05582008000600006-1,ENFERMEDAD,3018,3076,pérdida del injero dermoepidermico sobre región maseterina,213192008
es-S1130-05582008000600006-1,ENFERMEDAD,1241,1261,luxación recidivante,5137004
es-S1130-05582008000600006-1,ENFERMEDAD,920,965,retracción cicatricial del tejido mucoso oral,1089981000119106
es-S1130-05582008000600006-1,ENFERMEDAD,188,194,herida,416462003
es-S1130-05582008000600006-1,ENFERMEDAD,3308,3335,parálisis del nervio radial,16644004
es-S1130-05582008000600006-1,ENFERMEDAD,1039,1065,comunicaciones orofaciales,449790007
es-S1130-05582008000600006-1,ENFERMEDAD,1068,1086,fístulas salivales,75260002
es-S1130-05582008000600006-1,ENFERMEDAD,335,403,Pérdida cutáneo-mucosa importate de región yugal izquierda y mejilla,282757006
es-S1130-05582008000600006-1,ENFERMEDAD,3110,3150,desinserción del brazo largo del tríceps,724614007
es-S1130-05582008000600006-1,ENFERMEDAD,3153,3174,dehiscencia de herida,410723003
es-S1130-05582008000600006-1,ENFERMEDAD,245,323,pérdida ósea de región desde primer premolar izquierdo hasta ángulo mandibular,128233005
es-S1130-05582008000600006-1,ENFERMEDAD,983,1013,limitación de la apertura oral,285466001
es-S0376-78922012000300010-1,ENFERMEDAD,303,312,chalazión,1482004
es-S0376-78922012000300010-1,ENFERMEDAD,1487,1500,tumor benigno,3898006
es-S0376-78922012000300010-1,ENFERMEDAD,1354,1370,recidiva tumoral,25173007
es-S0376-78922012000300010-1,ENFERMEDAD,187,202,blefarochalasia,47704002
es-S0376-78922012000300010-1,ENFERMEDAD,627,653,tumor de glándula lagrimal,127004000
es-S0376-78922012000300010-1,ENFERMEDAD,1817,1838,schwannoma de párpado,688131000119108
es-S0376-78922012000300010-1,ENFERMEDAD,349,355,lesión,417163006
es-S0376-78922012000300010-1,ENFERMEDAD,859,865,lesión,417163006
es-S0376-78922012000300010-1,ENFERMEDAD,214,232,bolsas palpebrales,724860007
es-S0376-78922012000300010-1,ENFERMEDAD,737,742,tumor,55342001
es-S1889-836X2015000200005-2,ENFERMEDAD,2571,2583,osteoporosis,64859006
es-S1889-836X2015000200005-2,ENFERMEDAD,106,139,metrorragias secundarias a miomas,64996003
es-S1889-836X2015000200005-2,ENFERMEDAD,195,229,osteoporosis densitométrica lumbar,309745002
es-S1889-836X2015000200005-2,ENFERMEDAD,418,426,fractura,72704001
es-S1889-836X2015000200005-2,ENFERMEDAD,3126,3145,fracturas de estrés,240197007
es-S1889-836X2015000200005-2,ENFERMEDAD,915,967,fractura de estrés en el 2o MTT con callo perióstico,229811005+441558003
es-S1889-836X2015000200005-2,ENFERMEDAD,1524,1551,osteoporosis a nivel lumbar,309745002
es-S1889-836X2015000200005-2,ENFERMEDAD,1881,1939,callo de fractura antiguo en 2o MTT por fractura de estrés,27881006
es-S1889-836X2015000200005-2,ENFERMEDAD,2107,2141,tenosinovitis del tibial posterior,202919002
es-S1889-836X2015000200005-2,ENFERMEDAD,2441,2450,fracturas,125605004
es-S1889-836X2015000200005-2,ENFERMEDAD,357,372,hábitos tóxicos,228272008
es-S1889-836X2015000200005-2,ENFERMEDAD,2637,2642,obesa,414915002
es-S1889-836X2015000200005-2,ENFERMEDAD,2664,2676,traumatismos,417746004
es-S1889-836X2015000200005-2,ENFERMEDAD,2035,2103,"edema de 1er y 3er MTT, de huesos cuneiforme, escafoides y astrágalo",26237000+102576009
es-S1134-80462015000500005-1,ENFERMEDAD,182,218,mancha hiperpigmentada en la espalda,49765009
es-S1134-80462015000500005-1,ENFERMEDAD,616,636,notalgia parestésica,277802001
es-S1134-80462015000500005-1,ENFERMEDAD,552,574,lesión hiperpigmentada,49765009
es-S2340-98942015000100005-1,ENFERMEDAD,94,128,carcinoma seroso papilar en ovario,254849005
es-S2340-98942015000100005-1,ENFERMEDAD,160,191,ganglio de la cadena aorto-cava,49991000119104
es-S2340-98942015000100005-1,ENFERMEDAD,648,659,metastásica,128462008
es-S2340-98942015000100005-1,ENFERMEDAD,605,620,lesión hepática,300331000
es-S0211-69952013000200019-2,ENFERMEDAD,27,80,ERC estadio 5 secundaria a poliquistosis hepatorrenal,723190009+722223000+85057007
es-S0211-69952013000200019-2,ENFERMEDAD,54,80,poliquistosis hepatorrenal,253883006+85057007
es-S0211-69952013000200019-2,ENFERMEDAD,100,121,hipertensión arterial,38341003
es-S0211-69952013000200019-2,ENFERMEDAD,124,137,hiperuricemia,35885006
es-S0211-69952013000200019-2,ENFERMEDAD,583,600,orquiepididimitis,197983000
es-S0211-69952013000200019-2,ENFERMEDAD,721,746,proceso vaginal permeable,236026001
es-S0211-69952013000200019-2,ENFERMEDAD,516,545,edematización inguinoescrotal,88995000
es-S0211-69952013000200019-2,ENFERMEDAD,859,884,conducto peritoneovaginal,35015002
es-S1134-80462013000400006-2,ENFERMEDAD,38,117,SDRC de extremidad inferior derecha secundario también a un esguince de tobillo,734987002
es-S1134-80462013000400006-2,ENFERMEDAD,98,117,esguince de tobillo,44465007
es-S0211-69952013000200018-1,ENFERMEDAD,48,79,alergia a sulfamidas y tiazidas,860765003+91939003
es-S0211-69952013000200018-1,ENFERMEDAD,81,90,exfumador,8517006
es-S0211-69952013000200018-1,ENFERMEDAD,93,102,exbebedor,82581004
es-S0211-69952013000200018-1,ENFERMEDAD,104,122,bronquitis crónica,63480004
es-S0211-69952013000200018-1,ENFERMEDAD,149,178,fibrilación auricular crónica,426749004
es-S0211-69952013000200018-1,ENFERMEDAD,180,203,arteriopatía periférica,399957001
es-S0211-69952013000200018-1,ENFERMEDAD,206,234,insuficiencia venosa crónica,20696009
es-S0211-69952013000200018-1,ENFERMEDAD,411,425,úlceras mixtas,429040005
es-S0211-69952013000200018-1,ENFERMEDAD,512,571,úlceras mixtas con exudado en ambas extremidades inferiores,238792006
es-S0211-69952013000200018-1,ENFERMEDAD,2123,2158,neurotoxidad provocada por cefepime,19466003
es-S0211-69952013000200018-1,ENFERMEDAD,2725,2760,neurotoxicidad vinculada a cefepime,19466003
es-S0211-69952013000200018-1,ENFERMEDAD,1886,1912,status eléctrico bilateral,274521009
es-S0211-69952013000200018-1,ENFERMEDAD,2074,2101,atrofia córtico-subcortical,278849000
es-S0212-71992005000400007-1,ENFERMEDAD,2070,2096,lesiones focales hepáticas,235856003
es-S0212-71992005000400007-1,ENFERMEDAD,2978,2991,mielofibrosis,52967002
es-S0212-71992005000400007-1,ENFERMEDAD,3904,3924,sarcoma histiocítico,109988003
es-S0212-71992005000400007-1,ENFERMEDAD,87,130,diabetes mellitus tipo 2 insulindependiente,709044004+722223000+85057007
es-S0212-71992005000400007-1,ENFERMEDAD,549,577,múltiples hematomas cutáneos,279420009
es-S0212-71992005000400007-1,ENFERMEDAD,2336,2389,pancitopenia con datos de infiltración de médula ósea,127034005
es-S0212-71992005000400007-1,ENFERMEDAD,132,153,hipertensión arterial,38341003
es-S0212-71992005000400007-1,ENFERMEDAD,2391,2402,mieloptisis,47739002
es-S0212-71992005000400007-1,ENFERMEDAD,155,165,dislipemia,370992007
es-S0212-71992005000400007-1,ENFERMEDAD,167,188,cardiopatía isquémica,194828000
es-S0212-71992005000400007-1,ENFERMEDAD,3172,3185,mielofibrosis,52967002
es-S0212-71992005000400007-1,ENFERMEDAD,2217,2244,adenopatías intrabdominales,128235003
es-S0212-71992005000400007-1,ENFERMEDAD,756,778,adenopatía periféricas,30746006
es-S0212-71992005000400007-1,ENFERMEDAD,405,433,múltiples hematomas cutáneos,279420009
es-S0212-71992005000400007-1,ENFERMEDAD,703,717,esplenomegalia,16294009
es-S0212-71992005000400007-1,ENFERMEDAD,2179,2193,esplenomegalia,16294009
es-S0212-71992005000400007-1,ENFERMEDAD,738,751,hepatomegalia,80515008
es-S0212-71992005000400007-1,ENFERMEDAD,2498,2537,lesiones ocupantes de espacio hepáticas,235856003
es-S0212-71992005000400007-1,ENFERMEDAD,447,459,traumatismos,417746004
es-S0212-71992005000400007-1,ENFERMEDAD,2404,2432,reacción leucoeritroblástica,71692003
es-S0212-71992008000700009-1,ENFERMEDAD,375,403,conjuntiva que se prolapsaba,59698003
es-S0212-71992008000700009-1,ENFERMEDAD,577,584,fumador,77176002
es-S0212-71992008000700009-1,ENFERMEDAD,2373,2388,tumor orbitario,127003006
es-S0212-71992008000700009-1,ENFERMEDAD,2434,2466,masa adenopática latero-cervical,127087005
es-S0212-71992008000700009-1,ENFERMEDAD,2494,2537,metástasis de carcinoma de células pequeñas,74364000
es-S0212-71992008000700009-1,ENFERMEDAD,2038,2094,conglomerado adenopático ocupando el mediastino anterior,52324001
es-S0212-71992008000700009-1,ENFERMEDAD,144,173,diplopia en la mirada extrema,24982008
es-S0212-71992008000700009-1,ENFERMEDAD,796,804,disfonia,16617009
